timestamp,id,description,severity,lat,lng,type,hour,location,Length_of_Time(Hours),incidents_per_town_hour,incidents_per_type,day_of_week,is_weekend,morning_rush,evening_rush,rush,location_numerical
2025-05-03 15:15:01.880660-04:00,2663555163514245115,Road construction,1,41.97095,-71.51173,1,15,North Smithfield,15.0,6,221,Saturday,True,0,0,0,0
2025-05-03 15:30:02.525014-04:00,3029267660212265467,Construction work,3,41.5312,-71.46152,1,15,North Kingstown,0.5,42,235,Saturday,True,0,0,0,19
2025-05-03 16:00:01.662453-04:00,3029267660205798579,Construction work,3,41.5312,-71.46152,1,16,North Kingstown,0.5,34,235,Saturday,True,0,0,0,19
2025-05-03 16:30:01.846473-04:00,3029267660204918279,Construction work,3,41.5312,-71.46152,1,16,North Kingstown,0.5,34,235,Saturday,True,0,0,0,19
2025-05-03 17:00:02.000316-04:00,3029267660206010211,Construction work,3,41.5312,-71.46152,1,17,North Kingstown,0.5,34,235,Saturday,True,0,0,0,19
2025-05-03 17:15:01.526176-04:00,1913862996620820909,Road construction,1,41.57114,-71.18728,1,17,Tiverton,13.0,1,221,Saturday,True,0,0,0,24
2025-05-03 17:30:02.209651-04:00,3029267660217181378,Construction work,3,41.5312,-71.46152,1,17,North Kingstown,0.5,34,235,Saturday,True,0,0,0,19
2025-05-03 18:00:02.333305-04:00,3029267660216732991,Construction work,3,41.5312,-71.46152,1,18,North Kingstown,0.5,31,235,Saturday,True,0,0,0,19
2025-05-03 18:30:02.520816-04:00,3029267660219603082,Construction work,3,41.5312,-71.46152,1,18,North Kingstown,0.5,31,235,Saturday,True,0,0,0,19
2025-05-03 19:00:01.613789-04:00,3029267660209464251,Construction work,3,41.5312,-71.46152,1,19,North Kingstown,0.75,35,235,Saturday,True,0,0,0,19
2025-05-03 19:45:02.255741-04:00,3029267660210364365,Construction work,3,41.5312,-71.46152,1,19,North Kingstown,0.25,35,235,Saturday,True,0,0,0,19
2025-05-03 20:00:02.033967-04:00,3029267660218487974,Construction work,3,41.5312,-71.46152,1,20,North Kingstown,0.5,43,235,Saturday,True,0,0,0,19
2025-05-03 20:15:01.582299-04:00,77600365905811405,Road maintenance operations,1,41.71363,-71.17822,1,20,Somerset,8.0,7,657,Saturday,True,0,0,0,17
2025-05-03 20:30:02.188950-04:00,3029267660204244481,Construction work,3,41.5312,-71.46152,1,20,North Kingstown,0.5,43,235,Saturday,True,0,0,0,19
2025-05-03 21:00:02.319499-04:00,3029267660215452509,Construction work,3,41.5312,-71.46152,1,21,North Kingstown,0.75,49,235,Saturday,True,0,0,0,19
2025-05-03 21:15:01.858173-04:00,313340703374070337,Construction work,1,41.66656,-71.49843,1,21,East Greenwich,8.0,7,235,Saturday,True,0,0,0,18
2025-05-03 21:45:01.926960-04:00,3029267660214511294,Construction work,3,41.5312,-71.46152,1,21,North Kingstown,0.25,49,235,Saturday,True,0,0,0,19
2025-05-03 22:00:02.529248-04:00,3029267660216812800,Construction work,3,41.5312,-71.46152,1,22,North Kingstown,0.75,30,235,Saturday,True,0,0,0,19
2025-05-03 22:00:02.529261-04:00,1545443356209835943,Road construction. Roadway reduced to two lanes,1,41.70353,-71.16002,1,22,Fall River,7.25,2,39,Saturday,True,0,0,0,9
2025-05-03 22:45:02.171347-04:00,3029267660213748189,Construction work,3,41.5312,-71.46152,1,22,North Kingstown,0.25,30,235,Saturday,True,0,0,0,19
2025-05-03 23:00:01.811575-04:00,3029267660205350140,Construction work,3,41.5312,-71.46152,1,23,North Kingstown,0.75,25,235,Saturday,True,0,0,0,19
2025-05-03 23:15:02.357929-04:00,206411914728451113,Road maintenance operations,1,41.67551,-71.09575,1,23,Westport,1.0,5,657,Saturday,True,0,0,0,5
2025-05-03 23:15:02.357992-04:00,3920577664296470383,Road maintenance operations,1,41.68022,-71.1206,1,23,Fall River,1.0,12,657,Saturday,True,0,0,0,9
2025-05-03 23:15:02.358056-04:00,1557699340587943047,Right lane closed,2,41.95643,-71.30369,1,23,Attleboro,0.75,7,52,Saturday,True,0,0,0,8
2025-05-03 23:45:02.503247-04:00,3029267660207831161,Construction work,3,41.5312,-71.46152,1,23,North Kingstown,0.25,25,235,Saturday,True,0,0,0,19
2025-05-04 00:00:02.083615-04:00,3029267660212562707,Construction work,3,41.5312,-71.46152,1,0,North Kingstown,0.5,26,235,Sunday,True,0,0,0,19
2025-05-04 00:00:02.083731-04:00,1557699340586105370,Right lane closed,2,41.95643,-71.30369,1,0,Attleboro,0.25,12,52,Sunday,True,0,0,0,8
2025-05-04 00:15:01.641512-04:00,210683668846522388,Closed due to road construction,3,41.821,-71.42004,1,0,Providence,3.75,5,21,Sunday,True,0,0,0,6
2025-05-04 00:15:01.641518-04:00,206411914728451117,Road maintenance operations,1,41.67551,-71.09575,1,0,Westport,68.5,6,657,Sunday,True,0,0,0,5
2025-05-04 00:15:01.641561-04:00,1557699340584016436,Right lane closed,2,41.95643,-71.30369,1,0,Attleboro,6.0,12,52,Sunday,True,0,0,0,8
2025-05-04 00:15:01.641662-04:00,3920577664296470387,Road maintenance operations,1,41.68022,-71.1206,1,0,Fall River,68.25,8,657,Sunday,True,0,0,0,9
2025-05-04 00:30:02.265378-04:00,3029267660204944460,Construction work,3,41.5312,-71.46152,1,0,North Kingstown,0.5,26,235,Sunday,True,0,0,0,19
2025-05-04 01:00:02.393870-04:00,4379797146908341021,Accident,0,41.89876,-71.36804,4,1,Attleboro,0.5,2,20,Sunday,True,0,0,0,8
2025-05-04 01:00:02.394123-04:00,3029267660218361654,Construction work,3,41.5312,-71.46152,1,1,North Kingstown,0.75,30,235,Sunday,True,0,0,0,19
2025-05-04 01:30:02.567380-04:00,2794973620758540767,Accident,2,41.89876,-71.36804,4,1,Attleboro,0.75,2,20,Sunday,True,0,0,0,8
2025-05-04 01:45:02.073279-04:00,3029267660214713746,Construction work,3,41.5312,-71.46152,1,1,North Kingstown,0.25,30,235,Sunday,True,0,0,0,19
2025-05-04 02:00:01.686556-04:00,3029267660213374572,Construction work,3,41.5312,-71.46152,1,2,North Kingstown,0.5,36,235,Sunday,True,0,0,0,19
2025-05-04 02:30:01.910525-04:00,3029267660219998175,Construction work,3,41.5312,-71.46152,1,2,North Kingstown,0.5,36,235,Sunday,True,0,0,0,19
2025-05-04 03:00:02.020682-04:00,3029267660213846678,Construction work,3,41.5312,-71.46152,1,3,North Kingstown,0.5,40,235,Sunday,True,0,0,0,19
2025-05-04 03:30:02.186523-04:00,3029267660214624245,Construction work,3,41.5312,-71.46152,1,3,North Kingstown,0.5,40,235,Sunday,True,0,0,0,19
2025-05-04 04:00:02.285609-04:00,937871034267552171,Closed due to road construction,3,41.821,-71.42004,1,4,Providence,1.25,10,21,Sunday,True,0,0,0,6
2025-05-04 04:00:02.285658-04:00,3029267660218966813,Construction work,3,41.5312,-71.46152,1,4,North Kingstown,0.75,36,235,Sunday,True,0,0,0,19
2025-05-04 04:15:01.804644-04:00,77600365905811406,Road maintenance operations,1,41.71363,-71.17822,1,4,Somerset,1.0,11,657,Sunday,True,0,0,0,17
2025-05-04 04:45:01.906237-04:00,3029267660209515163,Construction work,3,41.5312,-71.46152,1,4,North Kingstown,0.25,36,235,Sunday,True,0,0,0,19
2025-05-04 05:00:02.700755-04:00,3029267660208408247,Construction work,3,41.5312,-71.46152,1,5,North Kingstown,0.5,27,235,Sunday,True,0,0,0,19
2025-05-04 05:15:02.219682-04:00,4576349464136136219,Road construction,3,41.821,-71.42004,1,5,Providence,1.0,6,221,Sunday,True,0,0,0,6
2025-05-04 05:30:01.820668-04:00,3029267660208063686,Construction work,3,41.5312,-71.46152,1,5,North Kingstown,0.5,27,235,Sunday,True,0,0,0,19
2025-05-04 06:00:01.935037-04:00,3029267660211738090,Construction work,3,41.5312,-71.46152,1,6,North Kingstown,0.5,27,235,Sunday,True,0,0,0,19
2025-05-04 06:15:02.515714-04:00,1557699340584460751,Right lane closed,2,41.95643,-71.30369,1,6,Attleboro,1.0,8,52,Sunday,True,0,0,0,8
2025-05-04 06:30:02.076107-04:00,4419967864759174347,Accident. Shoulder blocked,0,41.95152,-71.307,4,6,Attleboro,0.5,8,34,Sunday,True,0,0,0,8
2025-05-04 06:30:02.076156-04:00,3029267660209362687,Construction work,3,41.5312,-71.46152,1,6,North Kingstown,0.5,27,235,Sunday,True,0,0,0,19
2025-05-04 07:00:02.265606-04:00,3029267660215940364,Construction work,3,41.5312,-71.46152,1,7,North Kingstown,0.5,40,235,Sunday,True,0,0,0,19
2025-05-04 07:15:01.786660-04:00,1557699340592686850,Right lane closed,2,41.95643,-71.30369,1,7,Attleboro,16.0,8,52,Sunday,True,0,0,0,8
2025-05-04 07:30:02.378492-04:00,3029267660208494161,Construction work,3,41.5312,-71.46152,1,7,North Kingstown,0.5,40,235,Sunday,True,0,0,0,19
2025-05-04 08:00:02.533204-04:00,1883626822443004937,Construction work,1,41.81639,-71.37521,1,8,East Providence,24.0,14,235,Sunday,True,0,0,0,3
2025-05-04 08:00:02.533215-04:00,3029267660207788340,Construction work,3,41.5312,-71.46152,1,8,North Kingstown,0.75,43,235,Sunday,True,0,0,0,19
2025-05-04 08:00:02.533231-04:00,1142885605240053434,Construction work,1,41.81669,-71.37605,1,8,East Providence,24.0,14,235,Sunday,True,0,0,0,3
2025-05-04 08:30:01.702413-04:00,1356959233849732428,Animals on roadway,0,41.87442,-71.0548,4,8,Taunton,0.5,6,1,Sunday,True,0,0,0,22
2025-05-04 08:45:02.209885-04:00,3029267660206364105,Construction work,3,41.5312,-71.46152,1,8,North Kingstown,0.25,43,235,Sunday,True,0,0,0,19
2025-05-04 09:00:01.853443-04:00,3029267660206379212,Construction work,3,41.5312,-71.46152,1,9,North Kingstown,0.5,45,235,Sunday,True,0,0,0,19
2025-05-04 09:30:02.054711-04:00,3029267660213409413,Construction work,3,41.5312,-71.46152,1,9,North Kingstown,0.5,45,235,Sunday,True,0,0,0,19
2025-05-04 10:00:02.140115-04:00,3029267660219337030,Construction work,3,41.5312,-71.46152,1,10,North Kingstown,0.5,34,235,Sunday,True,0,0,0,19
2025-05-04 10:30:02.298953-04:00,3029267660211114021,Construction work,3,41.5312,-71.46152,1,10,North Kingstown,0.5,34,235,Sunday,True,0,0,0,19
2025-05-04 11:00:02.353845-04:00,3029267660215129149,Construction work,3,41.5312,-71.46152,1,11,North Kingstown,0.75,28,235,Sunday,True,0,0,0,19
2025-05-04 11:45:02.013197-04:00,3029267660205900826,Construction work,3,41.5312,-71.46152,1,11,North Kingstown,0.25,28,235,Sunday,True,0,0,0,19
2025-05-04 12:00:01.639008-04:00,3187645265516994066,Construction work,1,41.81619,-71.40007,1,12,Providence,23.75,21,235,Sunday,True,0,0,0,6
2025-05-04 12:00:01.639178-04:00,3029267660218478006,Construction work,3,41.5312,-71.46152,1,12,North Kingstown,0.5,28,235,Sunday,True,0,0,0,19
2025-05-04 12:30:01.741703-04:00,3029267660209233690,Construction work,3,41.5312,-71.46152,1,12,North Kingstown,0.5,28,235,Sunday,True,0,0,0,19
2025-05-04 13:00:01.854544-04:00,3029267660205107390,Construction work,3,41.5312,-71.46152,1,13,North Kingstown,0.5,26,235,Sunday,True,0,0,0,19
2025-05-04 13:30:02.042700-04:00,3029267660211868187,Construction work,3,41.5312,-71.46152,1,13,North Kingstown,0.5,26,235,Sunday,True,0,0,0,19
2025-05-04 14:00:02.148704-04:00,3029267660206021257,Construction work,3,41.5312,-71.46152,1,14,North Kingstown,0.5,40,235,Sunday,True,0,0,0,19
2025-05-04 14:30:02.343129-04:00,3029267660216700974,Construction work,3,41.5312,-71.46152,1,14,North Kingstown,0.5,40,235,Sunday,True,0,0,0,19
2025-05-04 15:00:02.487763-04:00,3029267660216167520,Construction work,3,41.5312,-71.46152,1,15,North Kingstown,0.5,42,235,Sunday,True,0,0,0,19
2025-05-04 15:30:01.603231-04:00,3029267660214266040,Construction work,3,41.5312,-71.46152,1,15,North Kingstown,0.5,42,235,Sunday,True,0,0,0,19
2025-05-04 16:00:01.808573-04:00,3029267660214264434,Construction work,3,41.5312,-71.46152,1,16,North Kingstown,0.5,34,235,Sunday,True,0,0,0,19
2025-05-04 16:15:02.412936-04:00,590489551793792557,Bridge maintenance operations,1,41.57476,-71.86192,1,16,Voluntown,0.25,2,26,Sunday,True,0,0,0,42
2025-05-04 16:15:02.413159-04:00,1501725201267023340,Bridge maintenance operations,1,41.57467,-71.86226,1,16,Voluntown,0.25,2,26,Sunday,True,0,0,0,42
2025-05-04 16:30:02.022565-04:00,3029267660218764129,Construction work,3,41.5312,-71.46152,1,16,North Kingstown,0.5,34,235,Sunday,True,0,0,0,19
2025-05-04 17:00:02.148377-04:00,3029267660209781781,Construction work,3,41.5312,-71.46152,1,17,North Kingstown,0.75,34,235,Sunday,True,0,0,0,19
2025-05-04 17:15:01.666408-04:00,1440512982684397211,Accident. Left lane blocked,2,41.90377,-71.3511,4,17,Attleboro,0.25,5,14,Sunday,True,0,0,0,8
2025-05-04 17:45:01.779982-04:00,3029267660216340187,Construction work,3,41.5312,-71.46152,1,17,North Kingstown,0.25,34,235,Sunday,True,0,0,0,19
2025-05-04 18:00:02.369569-04:00,3029267660210170917,Construction work,3,41.5312,-71.46152,1,18,North Kingstown,0.5,31,235,Sunday,True,0,0,0,19
2025-05-04 18:30:02.492749-04:00,3029267660212606196,Construction work,3,41.5312,-71.46152,1,18,North Kingstown,0.5,31,235,Sunday,True,0,0,0,19
2025-05-04 19:00:01.590430-04:00,3029267660212528927,Construction work,3,41.5312,-71.46152,1,19,North Kingstown,0.5,35,235,Sunday,True,0,0,0,19
2025-05-04 19:30:01.817387-04:00,3029267660209256074,Construction work,3,41.5312,-71.46152,1,19,North Kingstown,0.5,35,235,Sunday,True,0,0,0,19
2025-05-04 20:00:02.055295-04:00,3029267660217896880,Construction work,3,41.5312,-71.46152,1,20,North Kingstown,0.5,43,235,Sunday,True,0,0,0,19
2025-05-04 20:15:01.575885-04:00,1425199938187118263,Bridge maintenance operations,2,41.77693,-71.42615,1,20,Cranston,9.0,9,26,Sunday,True,0,0,0,26
2025-05-04 20:15:01.575959-04:00,3575805123516986503,Road maintenance operations,1,41.78523,-70.73523,1,20,West Wareham,5.75,2,657,Sunday,True,0,0,0,21
2025-05-04 20:15:01.575965-04:00,77600365915789244,Road maintenance operations,1,41.71363,-71.17822,1,20,Somerset,8.0,7,657,Sunday,True,0,0,0,17
2025-05-04 20:15:01.576056-04:00,3455413722373733044,Bridge maintenance operations,2,41.7789,-71.42567,1,20,Cranston,9.0,9,26,Sunday,True,0,0,0,26
2025-05-04 20:30:02.167071-04:00,1685707064669269149,Disabled vehicle. Shoulder blocked,1,41.93315,-71.32054,4,20,Attleboro,0.25,2,30,Sunday,True,0,0,0,8
2025-05-04 20:30:02.167137-04:00,3029267660216070751,Construction work,3,41.5312,-71.46152,1,20,North Kingstown,0.5,43,235,Sunday,True,0,0,0,19
2025-05-04 20:45:01.674448-04:00,1685707064669269151,Disabled vehicle. Shoulder blocked,1,41.93315,-71.32054,4,20,Attleboro,0.25,2,30,Sunday,True,0,0,0,8
2025-05-04 21:00:02.276319-04:00,4201446138105329101,Road construction. Roadway reduced to two lanes,1,41.70353,-71.16002,1,21,Fall River,7.5,5,39,Sunday,True,0,0,0,9
2025-05-04 21:00:02.276355-04:00,3029267660217325410,Construction work,3,41.5312,-71.46152,1,21,North Kingstown,0.5,49,235,Sunday,True,0,0,0,19
2025-05-04 21:15:01.910305-04:00,112629344259264440,Construction work,1,41.66656,-71.49843,1,21,East Greenwich,8.0,7,235,Sunday,True,0,0,0,18
2025-05-04 21:15:01.910348-04:00,595699078377176984,Road construction. Roadway reduced to one lane,1,41.96705,-71.18778,1,21,Norton,6.75,1,11,Sunday,True,0,0,0,36
2025-05-04 21:15:01.910438-04:00,423944872021005744,Road maintenance operations,1,41.95469,-71.30911,1,21,Attleboro,8.0,4,657,Sunday,True,0,0,0,8
2025-05-04 21:30:02.509320-04:00,3029267660218335383,Construction work,3,41.5312,-71.46152,1,21,North Kingstown,0.5,49,235,Sunday,True,0,0,0,19
2025-05-04 22:00:01.660800-04:00,3029267660216405178,Construction work,3,41.5312,-71.46152,1,22,North Kingstown,0.5,30,235,Sunday,True,0,0,0,19
2025-05-04 22:15:02.204504-04:00,3077916443698895703,Road maintenance operations,1,41.71397,-71.17841,1,22,Somerset,7.0,5,657,Sunday,True,0,0,0,17
2025-05-04 22:30:01.806719-04:00,3029267660211106828,Construction work,3,41.5312,-71.46152,1,22,North Kingstown,0.5,30,235,Sunday,True,0,0,0,19
2025-05-04 23:00:01.913427-04:00,3029267660213164575,Construction work,3,41.5312,-71.46152,1,23,North Kingstown,0.5,25,235,Sunday,True,0,0,0,19
2025-05-04 23:15:02.450004-04:00,1557699340581753074,Right lane closed,2,41.95643,-71.30369,1,23,Attleboro,1.0,7,52,Sunday,True,0,0,0,8
2025-05-04 23:15:02.450031-04:00,4546364369242182366,Closed due to road construction,3,41.821,-71.42004,1,23,Providence,2.5,18,21,Sunday,True,0,0,0,6
2025-05-04 23:15:02.450039-04:00,458795388461407849,Construction work,1,41.84241,-71.41113,1,23,Providence,7.0,18,235,Sunday,True,0,0,0,6
2025-05-04 23:15:02.450397-04:00,2671529775931508198,Construction work,1,41.81463,-71.41029,1,23,Providence,7.0,18,235,Sunday,True,0,0,0,6
2025-05-04 23:30:02.073608-04:00,3029267660207053158,Construction work,3,41.5312,-71.46152,1,23,North Kingstown,0.5,25,235,Sunday,True,0,0,0,19
2025-05-04 23:30:02.073842-04:00,176592477743881337,Right lane closed,1,41.78523,-70.73523,1,23,West Wareham,3.25,1,52,Sunday,True,0,0,0,21
2025-05-05 00:00:02.211264-04:00,3029267660205634576,Construction work,3,41.5312,-71.46152,1,0,North Kingstown,0.5,26,235,Monday,False,0,0,0,19
2025-05-05 00:15:01.736392-04:00,1557699340586282914,Right lane closed,2,41.95643,-71.30369,1,0,Attleboro,6.0,12,52,Monday,False,0,0,0,8
2025-05-05 00:30:02.342716-04:00,3029267660215000047,Construction work,3,41.5312,-71.46152,1,0,North Kingstown,0.5,26,235,Monday,False,0,0,0,19
2025-05-05 01:00:02.521820-04:00,3029267660210319883,Construction work,3,41.5312,-71.46152,1,1,North Kingstown,0.5,30,235,Monday,False,0,0,0,19
2025-05-05 01:30:01.629245-04:00,3029267660213179518,Construction work,3,41.5312,-71.46152,1,1,North Kingstown,0.5,30,235,Monday,False,0,0,0,19
2025-05-05 01:45:02.179827-04:00,4565854351926248273,Road construction,3,41.821,-71.42004,1,1,Providence,1.0,3,221,Monday,False,0,0,0,6
2025-05-05 02:00:01.795960-04:00,3029267660211386570,Construction work,3,41.5312,-71.46152,1,2,North Kingstown,0.75,36,235,Monday,False,0,0,0,19
2025-05-05 02:45:02.498560-04:00,3140904787455155286,Road construction,3,41.821,-71.42004,1,2,Providence,1.0,8,221,Monday,False,0,0,0,6
2025-05-05 02:45:02.498941-04:00,3029267660210268328,Construction work,3,41.5312,-71.46152,1,2,North Kingstown,0.25,36,235,Monday,False,0,0,0,19
2025-05-05 03:00:02.086555-04:00,3029267660218742331,Construction work,3,41.5312,-71.46152,1,3,North Kingstown,0.5,40,235,Monday,False,0,0,0,19
2025-05-05 03:30:02.210476-04:00,3029267660216637949,Construction work,3,41.5312,-71.46152,1,3,North Kingstown,0.5,40,235,Monday,False,0,0,0,19
2025-05-05 03:45:01.702480-04:00,3140904787448850490,Road construction,3,41.821,-71.42004,1,3,Providence,1.0,5,221,Monday,False,0,0,0,6
2025-05-05 04:00:02.342472-04:00,3029267660214380068,Construction work,3,41.5312,-71.46152,1,4,North Kingstown,0.5,36,235,Monday,False,0,0,0,19
2025-05-05 04:15:01.866441-04:00,77600365915789245,Road maintenance operations,1,41.71363,-71.17822,1,4,Somerset,1.0,11,657,Monday,False,0,0,0,17
2025-05-05 04:30:02.450574-04:00,3029267660219554332,Construction work,3,41.5312,-71.46152,1,4,North Kingstown,0.5,36,235,Monday,False,0,0,0,19
2025-05-05 04:45:01.952535-04:00,3140904787448293958,Road construction,3,41.821,-71.42004,1,4,Providence,1.0,10,221,Monday,False,0,0,0,6
2025-05-05 04:45:01.952642-04:00,2180961289275811603,Road maintenance operations,3,41.52913,-71.46578,1,4,North Kingstown,0.25,36,657,Monday,False,0,0,0,19
2025-05-05 05:00:02.513709-04:00,3029267660212264850,Construction work,3,41.5312,-71.46152,1,5,North Kingstown,0.25,27,235,Monday,False,0,0,0,19
2025-05-05 05:00:02.513725-04:00,644426984776164090,Road maintenance operations,3,41.52913,-71.46578,1,5,North Kingstown,0.25,27,657,Monday,False,0,0,0,19
2025-05-05 05:15:02.025349-04:00,3029267660218492149,Construction work,3,41.5312,-71.46152,1,5,North Kingstown,0.5,27,235,Monday,False,0,0,0,19
2025-05-05 05:15:02.025354-04:00,695597660335637637,Road maintenance operations,3,41.52913,-71.46578,1,5,North Kingstown,0.5,27,657,Monday,False,0,0,0,19
2025-05-05 05:45:02.109884-04:00,3029267660210962421,Construction work,3,41.5312,-71.46152,1,5,North Kingstown,0.25,27,235,Monday,False,0,0,0,19
2025-05-05 05:45:02.109895-04:00,695597660331561295,Road maintenance operations,3,41.52913,-71.46578,1,5,North Kingstown,0.25,27,657,Monday,False,0,0,0,19
2025-05-05 05:45:02.109951-04:00,3140904787461560321,Road construction,3,41.821,-71.42004,1,5,Providence,0.5,6,221,Monday,False,0,0,0,6
2025-05-05 06:00:01.764005-04:00,2325738310970150466,Road maintenance operations,3,41.52913,-71.46578,1,6,North Kingstown,0.75,27,657,Monday,False,0,0,0,19
2025-05-05 06:15:02.269043-04:00,1557699340589535789,Right lane closed,2,41.95643,-71.30369,1,6,Attleboro,1.0,8,52,Monday,False,0,0,0,8
2025-05-05 06:45:02.368633-04:00,3092253918820765034,Road maintenance operations,3,41.52913,-71.46578,1,6,North Kingstown,0.25,27,657,Monday,False,0,0,0,19
2025-05-05 07:00:01.978546-04:00,2655717737678080773,Road maintenance operations,3,41.52913,-71.46578,1,7,North Kingstown,0.75,40,657,Monday,False,0,0,0,19
2025-05-05 07:00:01.978620-04:00,3125190098225383981,Road maintenance operations,3,41.53059,-71.46461,1,7,North Kingstown,0.25,40,657,Monday,False,0,0,0,19
2025-05-05 07:15:01.489904-04:00,200108874905652645,Road maintenance operations,3,41.53059,-71.46461,1,7,North Kingstown,0.5,40,657,Monday,False,0,0,0,19
2025-05-05 07:15:01.489960-04:00,1060495225988968363,Road construction. Right lane closed,1,41.81454,-71.40648,1,7,Providence,8.75,13,46,Monday,False,0,0,0,6
2025-05-05 07:15:01.489966-04:00,543673534273736630,Road construction. Roadway reduced to two lanes,1,41.90308,-70.96526,1,7,Middleboro,12.0,5,39,Monday,False,0,0,0,10
2025-05-05 07:15:01.489983-04:00,1302121166308699451,Road construction,1,41.57114,-71.18728,1,7,Tiverton,9.75,7,221,Monday,False,0,0,0,24
2025-05-05 07:15:01.490054-04:00,4324616410468703864,Road construction. Right lane closed,1,41.81051,-71.4047,1,7,Providence,8.75,13,46,Monday,False,0,0,0,6
2025-05-05 07:15:01.490060-04:00,2249939799314169837,Right lane closed,2,41.95643,-71.30369,1,7,Attleboro,9.75,8,52,Monday,False,0,0,0,8
2025-05-05 07:15:01.490066-04:00,3724688442390923142,Disabled vehicle. Shoulder blocked,0,41.83911,-71.41142,4,7,Providence,0.5,13,30,Monday,False,0,0,0,6
2025-05-05 07:15:01.490093-04:00,3629811550693621409,Road construction. Roadway reduced to one lane,1,41.73432,-71.2482,1,7,Warren,7.75,5,11,Monday,False,0,0,0,28
2025-05-05 07:15:01.490099-04:00,2472111670414290068,Road construction,1,41.03637,-71.94149,1,7,Montauk,11.0,3,221,Monday,False,0,0,0,27
2025-05-05 07:30:02.130927-04:00,2331969709763244200,Vehicle spun out,1,41.50941,-71.69471,4,7,Wyoming,0.25,2,2,Monday,False,0,0,0,43
2025-05-05 07:45:01.613616-04:00,901116508399020062,Vehicle spun out,2,41.50941,-71.69471,4,7,Wyoming,0.25,2,2,Monday,False,0,0,0,43
2025-05-05 07:45:01.613719-04:00,1961882284283103590,Road maintenance operations,3,41.52913,-71.46578,1,7,North Kingstown,1.0,40,657,Monday,False,0,0,0,19
2025-05-05 07:45:01.613838-04:00,370746033655162503,Road maintenance operations,3,41.53059,-71.46461,1,7,North Kingstown,0.25,40,657,Monday,False,0,0,0,19
2025-05-05 08:00:02.188369-04:00,4459881422153035275,Road construction. Roadway reduced to two lanes,1,41.90603,-71.50895,1,8,Smithfield,0.25,4,39,Monday,False,0,0,0,1
2025-05-05 08:00:02.188483-04:00,1142885605241302776,Construction work,1,41.81669,-71.37605,1,8,East Providence,13.0,14,235,Monday,False,0,0,0,3
2025-05-05 08:00:02.188562-04:00,717254533696507685,Road construction. Roadway reduced to two lanes,1,41.90887,-71.51033,1,8,Smithfield,0.25,4,39,Monday,False,0,0,0,1
2025-05-05 08:00:02.188584-04:00,1883626822443004938,Construction work,1,41.81639,-71.37521,1,8,East Providence,13.0,14,235,Monday,False,0,0,0,3
2025-05-05 08:00:02.188652-04:00,370746033643401939,Road maintenance operations,3,41.53059,-71.46461,1,8,North Kingstown,0.25,43,657,Monday,False,0,0,0,19
2025-05-05 08:15:01.787585-04:00,717254533702407723,Road construction. Roadway reduced to two lanes,2,41.90887,-71.51033,1,8,Smithfield,0.75,4,39,Monday,False,0,0,0,1
2025-05-05 08:15:01.787605-04:00,370746033655246947,Road maintenance operations,3,41.53059,-71.46461,1,8,North Kingstown,0.5,43,657,Monday,False,0,0,0,19
2025-05-05 08:15:01.787706-04:00,2035403464903716457,Road maintenance operations,1,41.87381,-71.05757,1,8,Taunton,6.75,6,657,Monday,False,0,0,0,22
2025-05-05 08:15:01.787750-04:00,4459881422150678152,Road construction. Roadway reduced to two lanes,2,41.90603,-71.50895,1,8,Smithfield,0.75,4,39,Monday,False,0,0,0,1
2025-05-05 08:15:01.788363-04:00,2898352658153304557,Road maintenance operations,1,41.84833,-71.06223,1,8,Berkley,6.75,5,657,Monday,False,0,0,0,30
2025-05-05 08:30:02.403883-04:00,2887839984399999138,Accident. Shoulder blocked,2,41.60495,-71.65637,4,8,West Greenwich,0.25,1,34,Monday,False,0,0,0,44
2025-05-05 08:30:02.403983-04:00,1425675098685867651,Disabled vehicle. Right lane blocked,2,41.50326,-71.3411,4,8,Jamestown,0.5,1,8,Monday,False,0,0,0,45
2025-05-05 08:45:01.918428-04:00,97617248469528788,Accident,1,41.90078,-71.36209,4,8,Attleboro,0.25,1,20,Monday,False,0,0,0,8
2025-05-05 08:45:01.918530-04:00,538303462757231347,Accident. Right lane blocked,2,41.81906,-71.38491,4,8,East Providence,0.25,14,11,Monday,False,0,0,0,3
2025-05-05 08:45:01.918671-04:00,370746033645893515,Road maintenance operations,3,41.53059,-71.46461,1,8,North Kingstown,0.25,43,657,Monday,False,0,0,0,19
2025-05-05 08:45:01.918698-04:00,1961882284277797165,Road maintenance operations,3,41.52913,-71.46578,1,8,North Kingstown,1.0,43,657,Monday,False,0,0,0,19
2025-05-05 09:00:02.500996-04:00,370746033654077157,Road maintenance operations,3,41.53059,-71.46461,1,9,North Kingstown,0.25,45,657,Monday,False,0,0,0,19
2025-05-05 09:00:02.501008-04:00,3443839952702341210,Accident. Left lane blocked,1,41.90078,-71.36209,4,9,Attleboro,0.25,3,14,Monday,False,0,0,0,8
2025-05-05 09:00:02.501030-04:00,1710711466248482630,Accident. Shoulder blocked,2,41.81468,-71.40267,4,9,Providence,0.25,23,34,Monday,False,0,0,0,6
2025-05-05 09:00:02.501058-04:00,717254533702710597,Road construction. Roadway reduced to two lanes,1,41.90887,-71.51033,1,9,Smithfield,2.0,7,39,Monday,False,0,0,0,1
